Empresa Distribuidora,Tipo Cliente,Mes,Año,date,Energía (gwh),Potencia (mw)
EdeNorte,Comercial,2,2019,2019-02-01,38.01995,58.513892000000006
EdeNorte,Comercial,2,2020,2020-02-01,39.592547,63.95037899999999
EdeNorte,Comercial,2,2021,2021-02-01,48.067218,87.169543
EdeNorte,Comercial,2,2022,2022-02-01,54.728566,95.135641
EdeNorte,Comercial,2,2023,2023-02-01,55.92,111.75
EdeNorte,Comercial,2,2024,2024-02-01,65.37,149.91
EdeNorte,Comercial,3,2012,2012-03-01,18.6989697,25.722044999999987
EdeNorte,Comercial,3,2013,2013-03-01,15.938966,24.420151999999987
EdeNorte,Comercial,3,2014,2014-03-01,18.821213,26.856024000000005
EdeNorte,Comercial,3,2015,2015-03-01,22.376795,33.220130000000005
EdeNorte,Comercial,3,2016,2016-03-01,25.720142,40.10646100000001
EdeNorte,Comercial,3,2017,2017-03-01,28.324443,43.177594000000006
EdeNorte,Comercial,3,2018,2018-03-01,29.626838,48.648166
EdeNorte,Comercial,3,2019,2019-03-01,36.449377,59.166436999999995
EdeNorte,Comercial,3,2020,2020-03-01,39.341876,64.14883599999997
EdeNorte,Comercial,3,2021,2021-03-01,48.799238,87.019662
EdeNorte,Comercial,3,2022,2022-03-01,54.293891,107.68133
EdeNorte,Comercial,3,2023,2023-03-01,73.99,102.53
EdeNorte,Comercial,3,2024,2024-03-01,62.92,167.65
EdeNorte,Comercial,4,2012,2012-04-01,15.636724,22.733291999999985
EdeNorte,Comercial,4,2013,2013-04-01,16.612694,24.368122000000003
EdeNorte,Comercial,4,2014,2014-04-01,20.215063,26.86787599999999
EdeNorte,Comercial,4,2015,2015-04-01,23.513052,33.685158
EdeNorte,Comercial,4,2016,2016-04-01,28.425501,40.792548000000004
EdeNorte,Comercial,4,2017,2017-04-01,30.44,43.79
EdeNorte,Comercial,4,2018,2018-04-01,33.275708,49.24205899999999
EdeNorte,Comercial,4,2019,2019-04-01,39.220957,59.715017999999986
EdeNorte,Comercial,4,2020,2020-04-01,34.618789,65.03033900000001
EdeNorte,Comercial,4,2021,2021-04-01,51.418384,120.023073
EdeNorte,Comercial,4,2022,2022-04-01,55.366181,94.995297
EdeNorte,Comercial,4,2023,2023-04-01,75.99,107.02
EdeNorte,Comercial,4,2024,2024-04-01,67.78,136.79
EdeNorte,Comercial,5,2012,2012-05-01,16.083686,23.254043999999993
EdeNorte,Comercial,5,2013,2013-05-01,17.644579,24.34502799999999
EdeNorte,Comercial,5,2014,2014-05-01,20.864124,28.25854
EdeNorte,Comercial,5,2015,2015-05-01,25.397066,35.543172
EdeNorte,Comercial,5,2016,2016-05-01,29.153574,41.21444900000001
EdeNorte,Comercial,5,2017,2017-05-01,30.362806,44.348889
EdeNorte,Comercial,5,2018,2018-05-01,36.510802,49.826656000000014
EdeNorte,Comercial,5,2019,2019-05-01,40.1096,60.31763199999999
EdeNorte,Comercial,5,2020,2020-05-01,30.545312,65.32137900000001
EdeNorte,Comercial,5,2021,2021-05-01,53.707846,88.348717
EdeNorte,Comercial,5,2022,2022-05-01,56.367829,110.282856
EdeNorte,Comercial,5,2023,2023-05-01,60.99,115.44
EdeNorte,Comercial,5,2024,2024-05-01,70.54,209.07
EdeNorte,Comercial,6,2012,2012-06-01,18.376053,23.047199999999993
EdeNorte,Comercial,6,2013,2013-06-01,18.38114,24.63293799999999
EdeNorte,Comercial,6,2014,2014-06-01,21.819136,28.588201
EdeNorte,Comercial,6,2015,2015-06-01,26.092698,35.937960999999994
EdeNorte,Comercial,6,2016,2016-06-01,31.431793,41.43031400000001
EdeNorte,Comercial,6,2017,2017-06-01,35.071177,44.93955299999999
EdeNorte,Comercial,6,2018,2018-06-01,37.953229,49.923621
EdeNorte,Comercial,6,2019,2019-06-01,43.621313,61.31505499999998
EdeNorte,Comercial,6,2020,2020-06-01,38.056839,65.264581
EdeNorte,Comercial,6,2021,2021-06-01,57.818408,90.867978
EdeNorte,Comercial,6,2022,2022-06-01,62.637353,102.19683
EdeNorte,Comercial,6,2023,2023-06-01,76.79,112.98
EdeNorte,Comercial,6,2024,2024-06-01,68.28,224.71
EdeNorte,Comercial,7,2012,2012-07-01,18.468226,23.126613
EdeNorte,Comercial,7,2013,2013-07-01,18.747337,24.635840999999996
EdeNorte,Comercial,7,2014,2014-07-01,23.090982,29.092446000000002
EdeNorte,Comercial,7,2015,2015-07-01,26.452386,35.97891000000003
EdeNorte,Comercial,7,2016,2016-07-01,31.720252,40.822269999999996
EdeNorte,Comercial,7,2017,2017-07-01,35.276403,45.800733
EdeNorte,Comercial,7,2018,2018-07-01,40.637747,53.10929800000002
EdeNorte,Comercial,7,2019,2019-07-01,44.371827,62.767179000000006
EdeNorte,Comercial,7,2020,2020-07-01,42.828571,65.80556600000001
EdeNorte,Comercial,7,2021,2021-07-01,56.874303,90.691399
EdeNorte,Comercial,7,2022,2022-07-01,65.4,106.56
EdeNorte,Comercial,7,2023,2023-07-01,77.98,131.56
EdeNorte,Comercial,7,2024,2024-07-01,76.68,238.63
EdeNorte,Comercial,8,2012,2012-08-01,19.130865,25.32283099999999
EdeNorte,Comercial,8,2013,2013-08-01,20.12033,24.500497000000006
EdeNorte,Comercial,8,2014,2014-08-01,24.094229,29.46581600000001
EdeNorte,Comercial,8,2015,2015-08-01,28.189854,36.54758500000001
EdeNorte,Comercial,8,2016,2016-08-01,33.466209,42.28866700000001
EdeNorte,Comercial,8,2017,2017-08-01,37.51,46.45
EdeNorte,Comercial,8,2018,2018-08-01,42.867646,53.403846
EdeNorte,Comercial,8,2019,2019-08-01,47.085154,63.200641999999995
EdeNorte,Comercial,8,2020,2020-08-01,43.953895,65.83890400000001
EdeNorte,Comercial,8,2021,2021-08-01,61.653787,92.882161
EdeNorte,Comercial,8,2022,2022-08-01,65.948196,105.469072
EdeNorte,Comercial,8,2023,2023-08-01,73.99,182.9
EdeNorte,Comercial,8,2024,2024-08-01,77.63,261.042
EdeNorte,Comercial,9,2012,2012-09-01,18.515464,24.852641999999992
EdeNorte,Comercial,9,2013,2013-09-01,20.823587,24.833689999999997
EdeNorte,Comercial,9,2014,2014-09-01,23.870454,29.73919600000001
EdeNorte,Comercial,9,2015,2015-09-01,28.954936,36.813783
EdeNorte,Comercial,9,2016,2016-09-01,33.204449,42.083507000000004
EdeNorte,Comercial,9,2017,2017-09-01,37.604358,47.43866499999999
EdeNorte,Comercial,9,2018,2018-09-01,42.526517,54.269109
EdeNorte,Comercial,9,2019,2019-09-01,46.889343,63.259448000000006
EdeNorte,Comercial,9,2020,2020-09-01,44.477561,65.50966199999999
EdeNorte,Comercial,9,2021,2021-09-01,62.728516,93.658919
EdeNorte,Comercial,9,2022,2022-09-01,67.538134,217.19559700000002
EdeNorte,Comercial,9,2023,2023-09-01,67.89,109.25
EdeNorte,Comercial,9,2024,2024-09-01,78.74,258.07
EdeNorte,Comercial,10,2012,2012-10-01,18.461295,23.860760999999997
EdeNorte,Comercial,10,2013,2013-10-01,20.182305,25.248548999999997
EdeNorte,Comercial,10,2014,2014-10-01,23.327645,32.54286999999999
EdeNorte,Comercial,10,2015,2015-10-01,27.913825,37.12403100000001
EdeNorte,Comercial,10,2016,2016-10-01,32.668065,42.743412000000006
EdeNorte,Comercial,10,2017,2017-10-01,35.54,47.95
EdeNorte,Comercial,10,2018,2018-10-01,40.922031,55.495754999999974
EdeNorte,Comercial,10,2019,2019-10-01,45.021646,64.13194599999997
EdeNorte,Comercial,10,2020,2020-10-01,43.349906,65.131149
EdeNorte,Comercial,10,2021,2021-10-01,60.546735,94.34
EdeNorte,Comercial,10,2022,2022-10-01,64.15096100000001,128.728112
EdeNorte,Comercial,10,2023,2023-10-01,72.6,106.79
EdeNorte,Comercial,10,2024,2024-10-01,80.549079,194.313333
EdeNorte,Comercial,11,2012,2012-11-01,18.110417,23.43936100000001
EdeNorte,Comercial,11,2013,2013-11-01,20.363983,25.513020999999995
EdeNorte,Comercial,11,2014,2014-11-01,24.156681,32.38
EdeNorte,Comercial,11,2015,2015-11-01,28.539143,37.254503000000014
EdeNorte,Comercial,11,2016,2016-11-01,32.255403,42.78719
EdeNorte,Comercial,11,2017,2017-11-01,36.975432,47.96108300000003
EdeNorte,Comercial,11,2018,2018-11-01,43.984561,64.511528
EdeNorte,Comercial,11,2019,2019-11-01,46.607253,63.97426599999999
EdeNorte,Comercial,11,2020,2020-11-01,44.743721,64.75747199999998
EdeNorte,Comercial,11,2021,2021-11-01,61.964396,95.077004
EdeNorte,Comercial,11,2022,2022-11-01,65.548244,108.47127200000001
EdeNorte,Comercial,11,2023,2023-11-01,70.67,107.5
EdeNorte,Comercial,11,2024,2024-11-01,79.526378,204.809691
EdeNorte,Comercial,12,2012,2012-12-01,14.824063,17.208995999999996
EdeNorte,Comercial,12,2013,2013-12-01,20.024619,25.812401999999995
EdeNorte,Comercial,12,2014,2014-12-01,22.270299,32.692
EdeNorte,Comercial,12,2015,2015-12-01,26.298923,37.867115999999996
EdeNorte,Comercial,12,2016,2016-12-01,28.9,42.78
EdeNorte,Comercial,12,2017,2017-12-01,33.600863,47.874263000000006
EdeNorte,Comercial,12,2018,2018-12-01,39.881818,56.855606
EdeNorte,Comercial,12,2019,2019-12-01,42.460027,64.72369900000001
EdeNorte,Comercial,12,2020,2020-12-01,40.082321,64.24782599999999
EdeNorte,Comercial,12,2021,2021-12-01,58.485672,95.593189
EdeNorte,Comercial,12,2022,2022-12-01,60.204589000000006,108.664335
EdeNorte,Comercial,12,2023,2023-12-01,64.51,107.82
EdeNorte,Comercial,12,2024,2024-12-01,69.54890400000001,151.31170200000003
EdeNorte,Gobierno,1,2012,2012-01-01,15.396173407,54.107716999999994
EdeNorte,Gobierno,1,2013,2013-01-01,17.799242,58.86905499999999
EdeNorte,Gobierno,1,2014,2014-01-01,19.47809,59.98356000000002
EdeNorte,Gobierno,1,2015,2015-01-01,16.295233,51.877555000000015
EdeNorte,Gobierno,1,2016,2016-01-01,16.293224,54.949504999999995
EdeNorte,Gobierno,1,2017,2017-01-01,16.755946,56.52868899999999
EdeNorte,Gobierno,1,2018,2018-01-01,19.084623,58.902135
EdeNorte,Gobierno,1,2019,2019-01-01,19.447068,62.30487299999999
EdeNorte,Gobierno,1,2020,2020-01-01,20.070987,65.799692
EdeNorte,Gobierno,1,2021,2021-01-01,20.539256,67.306693
EdeNorte,Gobierno,1,2022,2022-01-01,18.2,56.77
EdeNorte,Gobierno,1,2023,2023-01-01,18.78,58.38
EdeNorte,Gobierno,1,2024,2024-01-01,20.31,66.0
EdeNorte,Gobierno,2,2012,2012-02-01,15.399370407,54.398076999999994
EdeNorte,Gobierno,2,2013,2013-02-01,16.540814,58.030405999999985
EdeNorte,Gobierno,2,2014,2014-02-01,14.958729,56.29132700000002
EdeNorte,Gobierno,2,2015,2015-02-01,17.108019,52.03720700000001
EdeNorte,Gobierno,2,2016,2016-02-01,17.44165,55.06103800000001
EdeNorte,Gobierno,2,2017,2017-02-01,17.037163,56.720207999999985
EdeNorte,Gobierno,2,2018,2018-02-01,19.040212,59.29580700000001
EdeNorte,Gobierno,2,2019,2019-02-01,20.473909,61.953275999999995
EdeNorte,Gobierno,2,2020,2020-02-01,21.196021,65.47980799999999
EdeNorte,Gobierno,2,2021,2021-02-01,15.66,53.6
EdeNorte,Gobierno,2,2022,2022-02-01,18.74,56.57
EdeNorte,Gobierno,2,2023,2023-02-01,18.75,58.08
EdeNorte,Gobierno,2,2024,2024-02-01,21.46,62.35
EdeNorte,Gobierno,3,2012,2012-03-01,15.501391571000001,55.217762
EdeNorte,Gobierno,3,2013,2013-03-01,16.048121,58.66402599999999
EdeNorte,Gobierno,3,2014,2014-03-01,16.338098,57.70288100000002
EdeNorte,Gobierno,3,2015,2015-03-01,15.565437,52.53308000000001
EdeNorte,Gobierno,3,2016,2016-03-01,16.632779,55.403600999999995
EdeNorte,Gobierno,3,2017,2017-03-01,16.812217,61.512424
EdeNorte,Gobierno,3,2018,2018-03-01,17.417508,59.317381
EdeNorte,Gobierno,3,2019,2019-03-01,18.699207,62.019472
EdeNorte,Gobierno,3,2020,2020-03-01,20.259622,65.45942799999999
EdeNorte,Gobierno,3,2021,2021-03-01,14.71,53.84
EdeNorte,Gobierno,3,2022,2022-03-01,16.66,57.37
EdeNorte,Gobierno,3,2023,2023-03-01,20.78,58.38
EdeNorte,Gobierno,3,2024,2024-03-01,19.94,62.64
EdeNorte,Gobierno,4,2012,2012-04-01,14.148572,50.063125
EdeNorte,Gobierno,4,2013,2013-04-01,17.545684,59.07314199999999
EdeNorte,Gobierno,4,2014,2014-04-01,18.692038,58.17320299999999
EdeNorte,Gobierno,4,2015,2015-04-01,17.681222,53.21111600000002
EdeNorte,Gobierno,4,2016,2016-04-01,17.998646,55.45234599999999
EdeNorte,Gobierno,4,2017,2017-04-01,18.83,61.96
EdeNorte,Gobierno,4,2018,2018-04-01,19.286801,59.58826300000002
EdeNorte,Gobierno,4,2019,2019-04-01,21.119927,62.30312099999999
EdeNorte,Gobierno,4,2020,2020-04-01,19.955231,65.81877899999999
EdeNorte,Gobierno,4,2021,2021-04-01,16.0,52.37
EdeNorte,Gobierno,4,2022,2022-04-01,19.1,56.76
EdeNorte,Gobierno,4,2023,2023-04-01,22.96,62.11
EdeNorte,Gobierno,4,2024,2024-04-01,21.03,63.62
EdeNorte,Gobierno,5,2012,2012-05-01,13.506229,54.608644000000005
EdeNorte,Gobierno,5,2013,2013-05-01,17.936517,60.107161999999995
EdeNorte,Gobierno,5,2014,2014-05-01,18.165011,58.60749599999999
EdeNorte,Gobierno,5,2015,2015-05-01,18.158758,53.770313
EdeNorte,Gobierno,5,2016,2016-05-01,18.646081,55.38701100000001
EdeNorte,Gobierno,5,2017,2017-05-01,17.831385,62.32360399999999
EdeNorte,Gobierno,5,2018,2018-05-01,20.147115,59.67021900000001
EdeNorte,Gobierno,5,2019,2019-05-01,20.297008,62.24946099999999
EdeNorte,Gobierno,5,2020,2020-05-01,19.362223,65.92807900000001
EdeNorte,Gobierno,5,2021,2021-05-01,17.14,50.827288
EdeNorte,Gobierno,5,2022,2022-05-01,18.81,56.33
EdeNorte,Gobierno,5,2023,2023-05-01,20.12,62.94
EdeNorte,Gobierno,5,2024,2024-05-01,19.89,67.53
EdeNorte,Gobierno,6,2012,2012-06-01,17.089945,58.63728699999999
EdeNorte,Gobierno,6,2013,2013-06-01,18.204234,58.993231
EdeNorte,Gobierno,6,2014,2014-06-01,18.310576,58.38683399999999
EdeNorte,Gobierno,6,2015,2015-06-01,18.86268,53.45922000000003
EdeNorte,Gobierno,6,2016,2016-06-01,19.0449,56.01898700000001
EdeNorte,Gobierno,6,2017,2017-06-01,18.651897,62.75022199999999
EdeNorte,Gobierno,6,2018,2018-06-01,21.209796,59.880110999999985
EdeNorte,Gobierno,6,2019,2019-06-01,21.964798,62.830365000000015
EdeNorte,Gobierno,6,2020,2020-06-01,20.59682,66.32450700000003
EdeNorte,Gobierno,6,2021,2021-06-01,18.68,51.134859
EdeNorte,Gobierno,6,2022,2022-06-01,20.5,57.9
EdeNorte,Gobierno,6,2023,2023-06-01,23.74,64.91
EdeNorte,Gobierno,6,2024,2024-06-01,21.63,69.67
EdeNorte,Gobierno,7,2012,2012-07-01,17.202545,56.78786500000001
EdeNorte,Gobierno,7,2013,2013-07-01,17.960891,57.45835200000001
EdeNorte,Gobierno,7,2014,2014-07-01,18.701889,58.26562100000002
EdeNorte,Gobierno,7,2015,2015-07-01,18.513344,53.82691600000002
EdeNorte,Gobierno,7,2016,2016-07-01,18.700628,56.13103000000002
EdeNorte,Gobierno,7,2017,2017-07-01,19.738204,58.639136
EdeNorte,Gobierno,7,2018,2018-07-01,20.828121,60.291006999999986
EdeNorte,Gobierno,7,2019,2019-07-01,21.371012,63.650328000000016
EdeNorte,Gobierno,7,2020,2020-07-01,21.208842,67.38003300000001
EdeNorte,Gobierno,7,2021,2021-07-01,17.88,54.07
EdeNorte,Gobierno,7,2022,2022-07-01,20.45,59.25
EdeNorte,Gobierno,7,2023,2023-07-01,22.62,64.27
EdeNorte,Gobierno,7,2024,2024-07-01,21.56,67.71
EdeNorte,Gobierno,8,2012,2012-08-01,18.429983,58.52175600000001
EdeNorte,Gobierno,8,2013,2013-08-01,18.803259,57.47569000000002
EdeNorte,Gobierno,8,2014,2014-08-01,19.541622,58.05381600000002
EdeNorte,Gobierno,8,2015,2015-08-01,19.008579,54.02954300000004
EdeNorte,Gobierno,8,2016,2016-08-01,18.86112,56.12741899999999
EdeNorte,Gobierno,8,2017,2017-08-01,19.64,58.89
EdeNorte,Gobierno,8,2018,2018-08-01,21.384333,60.86148099999998
EdeNorte,Gobierno,8,2019,2019-08-01,22.292408,64.09752900000001
EdeNorte,Gobierno,8,2020,2020-08-01,22.207488,68.75750700000002
EdeNorte,Gobierno,8,2021,2021-08-01,18.15,52.83
EdeNorte,Gobierno,8,2022,2022-08-01,23.241163,62.901807
EdeNorte,Gobierno,8,2023,2023-08-01,22.96,73.92
EdeNorte,Gobierno,8,2024,2024-08-01,23.43,68.44
EdeNorte,Gobierno,9,2012,2012-09-01,17.719621,56.750648999999996
EdeNorte,Gobierno,9,2013,2013-09-01,19.674229,60.57929500000002
EdeNorte,Gobierno,9,2014,2014-09-01,19.54979,57.78419699999999
EdeNorte,Gobierno,9,2015,2015-09-01,18.534783,54.582494000000004
EdeNorte,Gobierno,9,2016,2016-09-01,18.974053,56.108587
EdeNorte,Gobierno,9,2017,2017-09-01,20.647331,59.018941
EdeNorte,Gobierno,9,2018,2018-09-01,22.101668,61.03969499999999
EdeNorte,Gobierno,9,2019,2019-09-01,22.764924,64.13129099999998
EdeNorte,Gobierno,9,2020,2020-09-01,21.753578,68.648933
EdeNorte,Gobierno,9,2021,2021-09-01,19.46,55.32
EdeNorte,Gobierno,9,2022,2022-09-01,22.415835,62.044849
EdeNorte,Gobierno,9,2023,2023-09-01,21.12,61.61
EdeNorte,Gobierno,9,2024,2024-09-01,22.68,74.169
EdeNorte,Gobierno,10,2012,2012-10-01,18.198138,57.24161600000001
EdeNorte,Gobierno,10,2013,2013-10-01,18.048631,58.162336
EdeNorte,Gobierno,10,2014,2014-10-01,17.653033,54.901611
EdeNorte,Gobierno,10,2015,2015-10-01,18.429977,54.746019000000004
EdeNorte,Gobierno,10,2016,2016-10-01,19.564344,56.875576999999986
EdeNorte,Gobierno,10,2017,2017-10-01,18.18,59.43
EdeNorte,Gobierno,10,2018,2018-10-01,20.885572,61.30202599999998
EdeNorte,Gobierno,10,2019,2019-10-01,22.438059,64.888923
EdeNorte,Gobierno,10,2020,2020-10-01,22.001571,69.34839300000002
EdeNorte,Gobierno,10,2021,2021-10-01,19.35,56.43
EdeNorte,Gobierno,10,2022,2022-10-01,20.697513999999998,62.477827000000005
EdeNorte,Gobierno,10,2023,2023-10-01,20.85,61.79
EdeNorte,Gobierno,10,2024,2024-10-01,21.590654999999998,146.658686
EdeNorte,Gobierno,11,2012,2012-11-01,18.002867,57.362789
EdeNorte,Gobierno,11,2013,2013-11-01,18.203597,56.823730000000005
EdeNorte,Gobierno,11,2014,2014-11-01,18.316376,52.979
EdeNorte,Gobierno,11,2015,2015-11-01,18.85749,54.10308500000001
EdeNorte,Gobierno,11,2016,2016-11-01,18.917317,56.84860200000001
EdeNorte,Gobierno,11,2017,2017-11-01,20.961537,41.614092999999976
EdeNorte,Gobierno,11,2018,2018-11-01,21.139195,61.48850199999999
EdeNorte,Gobierno,11,2019,2019-11-01,22.935641,66.02284100000001
EdeNorte,Gobierno,11,2020,2020-11-01,23.63339,68.87837600000002
EdeNorte,Gobierno,11,2021,2021-11-01,20.42,57.0
EdeNorte,Gobierno,11,2022,2022-11-01,21.764411,65.619349
EdeNorte,Gobierno,11,2023,2023-11-01,23.15,64.75
EdeNorte,Gobierno,11,2024,2024-11-01,22.743201,65.81975299999999
EdeNorte,Gobierno,12,2012,2012-12-01,16.803276,53.658996
EdeNorte,Gobierno,12,2013,2013-12-01,18.47508,58.061876000000005
EdeNorte,Gobierno,12,2014,2014-12-01,16.5145,51.938
EdeNorte,Gobierno,12,2015,2015-12-01,17.606381,54.61065399999999
EdeNorte,Gobierno,12,2016,2016-12-01,16.0,56.52
EdeNorte,Gobierno,12,2017,2017-12-01,19.891416,59.049553
EdeNorte,Gobierno,12,2018,2018-12-01,20.749936,61.503541
EdeNorte,Gobierno,12,2019,2019-12-01,21.670814,65.43252100000001
EdeNorte,Gobierno,12,2020,2020-12-01,19.629196,68.185872
EdeNorte,Gobierno,12,2021,2021-12-01,19.77,57.09
EdeNorte,Gobierno,12,2022,2022-12-01,21.711438,62.056826
EdeNorte,Gobierno,12,2023,2023-12-01,21.35,74.05
EdeNorte,Gobierno,12,2024,2024-12-01,19.425388,64.095934
EdeNorte,Industrial,1,2012,2012-01-01,44.502273181999996,187.43663700000002
EdeNorte,Industrial,1,2013,2013-01-01,41.965032,169.65455300000005
EdeNorte,Industrial,1,2014,2014-01-01,46.04529,171.90215599999982
EdeNorte,Industrial,1,2015,2015-01-01,47.560469,176.69421700000004
EdeNorte,Industrial,1,2016,2016-01-01,53.19802,193.91875699999997
EdeNorte,Industrial,1,2017,2017-01-01,57.640889,203.74686300000002
EdeNorte,Industrial,1,2018,2018-01-01,57.217654,204.02479500000007
EdeNorte,Industrial,1,2019,2019-01-01,66.873136,234.16020500000002
EdeNorte,Industrial,1,2020,2020-01-01,65.190664,231.46419899999987
EdeNorte,Industrial,1,2021,2021-01-01,62.652067,232.75033500000006
EdeNorte,Industrial,1,2022,2022-01-01,64.84,230.52
EdeNorte,Industrial,1,2023,2023-01-01,68.25,244.12
EdeNorte,Industrial,1,2024,2024-01-01,67.18,251.76
EdeNorte,Industrial,2,2012,2012-02-01,44.95234622699999,184.82434799999987
EdeNorte,Industrial,2,2013,2013-02-01,42.765995,165.81675700000002
EdeNorte,Industrial,2,2014,2014-02-01,43.419038,167.51794999999996
EdeNorte,Industrial,2,2015,2015-02-01,47.067343,173.10837900000013
EdeNorte,Industrial,2,2016,2016-02-01,53.479264,187.10962899999996
EdeNorte,Industrial,2,2017,2017-02-01,54.317593,202.78265200000004
EdeNorte,Industrial,2,2018,2018-02-01,55.774251,203.8009700000001
EdeNorte,Industrial,2,2019,2019-02-01,65.836138,224.186701
EdeNorte,Industrial,2,2020,2020-02-01,65.852572,231.97944599999997
EdeNorte,Industrial,2,2021,2021-02-01,65.01,238.45
EdeNorte,Industrial,2,2022,2022-02-01,64.06,203.070203
EdeNorte,Industrial,2,2023,2023-02-01,68.2,249.45
EdeNorte,Industrial,2,2024,2024-02-01,74.67,263.4
EdeNorte,Industrial,3,2012,2012-03-01,44.774846357,192.20605899999995
EdeNorte,Industrial,3,2013,2013-03-01,41.307514,168.96356799999978
EdeNorte,Industrial,3,2014,2014-03-01,43.32173,167.8303939999999
EdeNorte,Industrial,3,2015,2015-03-01,47.109628,173.39641800000007
EdeNorte,Industrial,3,2016,2016-03-01,53.559709,197.715514
EdeNorte,Industrial,3,2017,2017-03-01,52.814137,202.737694
EdeNorte,Industrial,3,2018,2018-03-01,51.245295,204.91568400000006
EdeNorte,Industrial,3,2019,2019-03-01,61.354286,222.7440880000001
EdeNorte,Industrial,3,2020,2020-03-01,63.951687,229.155622
EdeNorte,Industrial,3,2021,2021-03-01,61.39,238.34
EdeNorte,Industrial,3,2022,2022-03-01,60.78,234.33
EdeNorte,Industrial,3,2023,2023-03-01,78.36,246.41
EdeNorte,Industrial,3,2024,2024-03-01,68.51,259.18
EdeNorte,Industrial,4,2012,2012-04-01,38.036848,142.7587999999999
EdeNorte,Industrial,4,2013,2013-04-01,44.376697,167.5115780000001
EdeNorte,Industrial,4,2014,2014-04-01,47.738476,166.95402399999992
EdeNorte,Industrial,4,2015,2015-04-01,49.891079,173.8279690000001
EdeNorte,Industrial,4,2016,2016-04-01,59.655679,202.69463299999998
EdeNorte,Industrial,4,2017,2017-04-01,59.07,202.6
EdeNorte,Industrial,4,2018,2018-04-01,59.026024,205.020964
EdeNorte,Industrial,4,2019,2019-04-01,70.615569,222.964137
EdeNorte,Industrial,4,2020,2020-04-01,55.901116,229.35222000000002
EdeNorte,Industrial,4,2021,2021-04-01,68.54,236.28
EdeNorte,Industrial,4,2022,2022-04-01,69.73,233.78
EdeNorte,Industrial,4,2023,2023-04-01,74.2,247.59
EdeNorte,Industrial,4,2024,2024-04-01,79.89,266.97
EdeNorte,Industrial,5,2012,2012-05-01,40.07335,147.86014299999997
EdeNorte,Industrial,5,2013,2013-05-01,48.656503,172.45495999999994
EdeNorte,Industrial,5,2014,2014-05-01,49.174309,166.59016299999993
EdeNorte,Industrial,5,2015,2015-05-01,53.663689,176.80281900000003
EdeNorte,Industrial,5,2016,2016-05-01,61.807017,200.96492700000002
EdeNorte,Industrial,5,2017,2017-05-01,58.294697,197.81240000000003
EdeNorte,Industrial,5,2018,2018-05-01,64.022001,207.097394
EdeNorte,Industrial,5,2019,2019-05-01,69.281596,224.689916
EdeNorte,Industrial,5,2020,2020-05-01,45.011044,228.53869200000003
EdeNorte,Industrial,5,2021,2021-05-01,71.54,236.09
EdeNorte,Industrial,5,2022,2022-05-01,71.19,240.95
EdeNorte,Industrial,5,2023,2023-05-01,68.5,238.98
EdeNorte,Industrial,5,2024,2024-05-01,90.54,259.41
EdeNorte,Industrial,6,2012,2012-06-01,45.101584,146.6912480000001
EdeNorte,Industrial,6,2013,2013-06-01,51.071851,172.11647700000003
EdeNorte,Industrial,6,2014,2014-06-01,51.045078,168.19954799999994
EdeNorte,Industrial,6,2015,2015-06-01,53.61664,176.57760400000004
EdeNorte,Industrial,6,2016,2016-06-01,63.283653,201.18187999999998
EdeNorte,Industrial,6,2017,2017-06-01,63.870404,199.36262900000003
EdeNorte,Industrial,6,2018,2018-06-01,65.168558,206.55365
EdeNorte,Industrial,6,2019,2019-06-01,74.868238,226.614366
EdeNorte,Industrial,6,2020,2020-06-01,56.28449,239.037829
EdeNorte,Industrial,6,2021,2021-06-01,74.72,240.41
EdeNorte,Industrial,6,2022,2022-06-01,73.5,237.17
EdeNorte,Industrial,6,2023,2023-06-01,91.6,304.03
EdeNorte,Industrial,6,2024,2024-06-01,87.78,254.9
EdeNorte,Industrial,7,2012,2012-07-01,43.343109,148.73565100000002
EdeNorte,Industrial,7,2013,2013-07-01,49.544821,173.32318199999995
EdeNorte,Industrial,7,2014,2014-07-01,50.331907,170.67355699999996
EdeNorte,Industrial,7,2015,2015-07-01,52.058574,176.63903100000002
EdeNorte,Industrial,7,2016,2016-07-01,63.124368,199.62711899999994
EdeNorte,Industrial,7,2017,2017-07-01,62.550403,202.51571600000005
EdeNorte,Industrial,7,2018,2018-07-01,64.083226,209.51239499999997
EdeNorte,Industrial,7,2019,2019-07-01,72.528898,228.92703599999996
EdeNorte,Industrial,7,2020,2020-07-01,63.826153,239.899424
EdeNorte,Industrial,7,2021,2021-07-01,73.17,239.27
EdeNorte,Industrial,7,2022,2022-07-01,74.16,240.67
EdeNorte,Industrial,7,2023,2023-07-01,74.29,248.24
EdeNorte,Industrial,7,2024,2024-07-01,80.69,262.63
EdeNorte,Industrial,8,2012,2012-08-01,46.929455,154.58834900000008
EdeNorte,Industrial,8,2013,2013-08-01,50.996678,173.80487999999997
EdeNorte,Industrial,8,2014,2014-08-01,53.057247,175.27317999999997
EdeNorte,Industrial,8,2015,2015-08-01,56.069517,177.147589
EdeNorte,Industrial,8,2016,2016-08-01,65.932462,201.09538399999997
EdeNorte,Industrial,8,2017,2017-08-01,65.41,202.15
EdeNorte,Industrial,8,2018,2018-08-01,67.546499,208.25218
EdeNorte,Industrial,8,2019,2019-08-01,76.800364,229.44966699999998
EdeNorte,Industrial,8,2020,2020-08-01,68.902303,239.110788
